path,label
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.2_tausyih_rast_alanawa_2_ar-rahman/3.1.2_tausyih_rast_alanawa_v3_a.wav,35
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.2_tausyih_rast_alanawa_2_ar-rahman/3.1.3_tausyih_rast_alanawa_v3_a.wav,35
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.2_tausyih_rast_alanawa_2_ar-rahman/3.1.4_tausyih_rast_alanawa_v3_a.wav,35
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.2_tausyih_rast_alanawa_2_ar-rahman/3.1.0_ar-rahman_rast_alanawa_v3_a.wav,35
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.2_tausyih_rast_alanawa_2_ar-rahman/3.1.1_ar-rahman_rast_alanawa_v3_a.wav,35
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.2_tausyih_rast_alanawa_2_ar-rahman/3.1.2_ar-rahman_rast_alanawa_v3_a.wav,35
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.2_tausyih_rast_alanawa_2_ar-rahman/3.1.3_ar-rahman_rast_alanawa_v3_a.wav,35
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/1.0.0_tausyih_rast_ashli_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/3.0.0_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/1.0.4_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/3.2.0_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/1.0.1_tausyih_rast_ashli_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/1.0.2_tausyih_rast_ashli_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/1.0.3_tausyih_rast_ashli_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/3.0.1_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/1.0.5_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/3.2.1_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/3.0.2_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/1.0.6_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/3.2.2_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/3.0.3_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/1.0.7_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/3.2.3_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/3.0.4_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/1.0.8_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_1/3.2.4_tausyih_rast_alanawa_v3_a.wav,31
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_4_ar-rahman/1.3.0_tausyih_rast_ashli_v3_a.wav,34
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_4_ar-rahman/1.3.1_tausyih_rast_ashli_v3_a.wav,34
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_4_ar-rahman/1.3.0_ar-rahman_rast_ashli_v3_a.wav,34
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_4_ar-rahman/1.3.1_ar-rahman_rast_ashli_v3_a.wav,34
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_4_ar-rahman/1.3.2_ar-rahman_rast_ashli_v3_a.wav,34
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_2_ar-rahman/1.1.0_tausyih_rast_ashli_v3_a.wav,32
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_2_ar-rahman/1.1.1_tausyih_rast_ashli_v3_a.wav,32
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_2_ar-rahman/1.1.2_tausyih_rast_ashli_v3_a.wav,32
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_2_ar-rahman/1.1.3_tausyih_rast_ashli_v3_a.wav,32
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_2_ar-rahman/1.1.0_ar-rahman_rast_ashli_v3_a.wav,32
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_2_ar-rahman/1.1.1_ar-rahman_rast_ashli_v3_a.wav,32
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/D.1_tausyih_rast_ashli_2_ar-rahman/1.1.2_ar-rahman_rast_ashli_v3_a.wav,32
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.0_tausyih_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.1_tausyih_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.3_tausyih_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.4_tausyih_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.0_ar-rahman_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.1_ar-rahman_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.2_ar-rahman_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.3_ar-rahman_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.4_ar-rahman_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.5_ar-rahman_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.2_tausyih_hijaz_kar_ar-rahman/2.2_tausyih_hijaz_kar_v2_b.wav,28
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.3_tausyih_jawab_shaba_maalajam_ar-rahman/3.0_tausyih_jawab_shaba_maalajam_v2_a.wav,20
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.3_tausyih_jawab_shaba_maalajam_ar-rahman/3.1_tausyih_jawab_shaba_maalajam_v2_a.wav,20
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.3_tausyih_jawab_shaba_maalajam_ar-rahman/3.0_ar-rahman_jawab_shaba_maalajam_v2_a.wav,20
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.3_tausyih_jawab_shaba_maalajam_ar-rahman/3.1_ar-rahman_jawab_shaba_maalajam_v2_a.wav,20
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.3_tausyih_jawab_shaba_maalajam_ar-rahman/3.2_ar-rahman_jawab_shaba_maalajam_v2_a.wav,20
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.3_tausyih_jawab_shaba_maalajam_ar-rahman/3.3_ar-rahman_jawab_shaba_maalajam_v2_a.wav,20
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.3_tausyih_jawab_shaba_maalajam_ar-rahman/3.4_ar-rahman_jawab_shaba_maalajam_v2_b.wav,20
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.3_tausyih_jawab_shaba_maalajam_ar-rahman/3.3_tausyih_jawab_shaba_maalajam_v2_a.wav,20
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.3_tausyih_jawab_shaba_maalajam_ar-rahman/3.4_tausyih_jawab_shaba_maalajam_v2_a.wav,20
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.2_tausyih_jawab_shaba_ar-rahman/2.3_tausyih_jawab_shaba_v2_a.wav,19
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.2_tausyih_jawab_shaba_ar-rahman/2.0_ar-rahman_jawab_shaba_v2_a.wav,19
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.2_tausyih_jawab_shaba_ar-rahman/2.1_ar-rahman_jawab_shaba_v2_a.wav,19
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.2_tausyih_jawab_shaba_ar-rahman/2.2_ar-rahman_jawab_shaba_v2_a.wav,19
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.2_tausyih_jawab_shaba_ar-rahman/2.3_ar-rahman_jawab_shaba_v2_a.wav,19
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.2_tausyih_jawab_shaba_ar-rahman/2.4_ar-rahman_jawab_shaba_v2_a.wav,19
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.2_tausyih_jawab_shaba_ar-rahman/2.5_ar-rahman_jawab_shaba_v2_b.wav,19
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.2_tausyih_jawab_shaba_ar-rahman/2.0_tausyih_jawab_shaba_v2_a.wav,19
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.2_tausyih_jawab_shaba_ar-rahman/2.1_tausyih_jawab_shaba_v2_a.wav,19
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.2_tausyih_jawab_shaba_ar-rahman/2.2_tausyih_jawab_shaba_v2_a.wav,19
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_1/1.0.0_tausyih_hijaz_ashli_v2_b.wav,22
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_1/1.0.1_tausyih_hijaz_ashli_v2_b.wav,22
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_1/1.0.2_tausyih_hijaz_ashli_v2_b.wav,22
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_1/1.0.3_tausyih_hijaz_ashli_v2_b.wav,22
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_2_ar-rahman/1.1.0_tausyih_hijaz_ashli_v2_b.wav,23
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_2_ar-rahman/1.1.1_tausyih_hijaz_ashli_v2_b.wav,23
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_2_ar-rahman/1.1.2_tausyih_hijaz_ashli_v2_b.wav,23
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_2_ar-rahman/1.1.3_tausyih_hijaz_ashli_v2_b.wav,23
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_2_ar-rahman/1.1.0_ar-rahman_hijaz_ashli_v2_b.wav,23
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_2_ar-rahman/1.1.1_ar-rahman_hijaz_ashli_v2_b.wav,23
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_2_ar-rahman/1.1.2_ar-rahman_hijaz_ashli_v2_b.wav,23
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_2_ar-rahman/1.1.3_ar-rahman_hijaz_ashli_v2_b.wav,23
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_2_ar-rahman/1.1.4_ar-rahman_hijaz_ashli_v2_b.wav,23
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_2_ar-rahman/1.1.5_ar-rahman_hijaz_ashli_v2_b.wav,23
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.1_tausyih_shaba_ashli_4/1.3.0_tausyih_shaba_ashli_v2_a.wav,18
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.1_tausyih_shaba_ashli_4/1.3.1_tausyih_shaba_ashli_v2_a.wav,18
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.1_tausyih_shaba_ashli_4/1.3.2_tausyih_shaba_ashli_v2_a.wav,18
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.4_tausyih_jawab_shaba_maalbastanjar_ar-rahman/4.0_tausyih_jawab_shaba_maalbastanjar_v2_a.wav,21
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.4_tausyih_jawab_shaba_maalbastanjar_ar-rahman/4.1_tausyih_jawab_shaba_maalbastanjar_v2_a.wav,21
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.4_tausyih_jawab_shaba_maalbastanjar_ar-rahman/4.2_tausyih_jawab_shaba_maalbastanjar_v2_a.wav,21
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.4_tausyih_jawab_shaba_maalbastanjar_ar-rahman/4.0_ar-rahman_jawab_shaba_maalbastanjar_v2_a.wav,21
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.4_tausyih_jawab_shaba_maalbastanjar_ar-rahman/4.1_ar-rahman_jawab_shaba_maalbastanjar_v2_a.wav,21
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.4_tausyih_jawab_shaba_maalbastanjar_ar-rahman/4.2_ar-rahman_jawab_shaba_maalbastanjar_v2_a.wav,21
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.4_tausyih_jawab_shaba_maalbastanjar_ar-rahman/4.3_ar-rahman_jawab_shaba_maalbastanjar_v2_a.wav,21
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.4_tausyih_jawab_shaba_maalbastanjar_ar-rahman/4.4_ar-rahman_jawab_shaba_maalbastanjar_v2_b.wav,21
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_5/1.4.0_tausyih_hijaz_ashli_v2_b.wav,26
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_5/1.4.1_tausyih_hijaz_ashli_v2_b.wav,26
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_5/1.4.2_tausyih_hijaz_ashli_v2_b.wav,26
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_5/1.4.3_tausyih_hijaz_ashli_v2_b.wav,26
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_3/1.2.0_tausyih_hijaz_ashli_v2_b.wav,24
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_3/1.2.1_tausyih_hijaz_ashli_v2_b.wav,24
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_3/1.2.2_tausyih_hijaz_ashli_v2_b.wav,24
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_3/1.2.3_tausyih_hijaz_ashli_v2_b.wav,24
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_4/1.3.0_tausyih_hijaz_ashli_v2_b.wav,25
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/C.1_tausyih_hijaz_ashli_4/1.3.1_tausyih_hijaz_ashli_v2_b.wav,25
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.1_tausyih_shaba_ashli_3/1.2.0_tausyih_shaba_ashli_v2_a.wav,17
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.1_tausyih_shaba_ashli_3/1.2.1_tausyih_shaba_ashli_v2_a.wav,17
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.1_tausyih_shaba_ashli_3/1.2.2_tausyih_shaba_ashli_v2_a.wav,17
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.5_tausyih_bayati_ashli_jawab_3/5.2.0_tausyih_bayati_ashli_jawab_v1_a.wav,13
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.5_tausyih_bayati_ashli_jawab_3/5.2.1_tausyih_bayati_ashli_jawab_v1_a.wav,13
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.5_tausyih_bayati_ashli_jawab_3/5.2.2_tausyih_bayati_ashli_jawab_v1_a.wav,13
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.5_tausyih_bayati_ashli_jawab_3/5.2.3_tausyih_bayati_ashli_jawab_v1_a.wav,13
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.0_tausyih_bayati_husaini_v1_a.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.1_tausyih_bayati_husaini_v1_a.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.2_tausyih_bayati_husaini_v1_a.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.3_tausyih_bayati_husaini_v1_a.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.4_tausyih_bayati_husaini_v1_a.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.0_ar-rahman_bayati_husaini_v1_b.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.1_ar-rahman_bayati_husaini_v1_b.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.2_ar-rahman_bayati_husaini_v1_b.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.3_ar-rahman_bayati_husaini_v1_b.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.4_ar-rahman_bayati_husaini_v1_b.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.5_ar-rahman_bayati_husaini_v1_b.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_4_ar-rahman/4.3.6_ar-rahman_bayati_husaini_v2_b.wav,8
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.1_tausyih_shaba_ashli_2/1.1.0_tausyih_shaba_ashli_v2_a.wav,16
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.1_tausyih_shaba_ashli_2/1.1.1_tausyih_shaba_ashli_v2_a.wav,16
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/B.1_tausyih_shaba_ashli_2/1.1.2_tausyih_shaba_ashli_v2_a.wav,16
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_5/4.4.0_tausyih_bayati_husaini_v1_a.wav,9
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_5/4.4.1_tausyih_bayati_husaini_v1_a.wav,9
/content/drive/MyDrive/Colab Notebooks/Audio Nagham Recognition/dataset/A.4_tausyih_bayati_husaini_5/4.4.2_tausyih_bayati_husaini_v1_a.wav,9
